Hz,spot_x_axis_x7 (G/Hz),spot_x_axis_base (G/Hz),spot_y_axis_x7 (G/Hz),spot_y_axis_base (G/Hz),spot_z_axis_x7 (G/Hz),spot_z_axis_base (G/Hz)
1.002004008016032,0.0055448704649147,0.0026289966457908,0.0012767716344372,0.0057812419400898,0.006171964032546,0.0028749740957066
1.503006012024048,0.0040979281094795,0.0048258631297298,0.0030653231541255,0.0029036730991131,0.0017569468237708,0.0047549000922446
2.004008016032064,0.0026695590517171,0.005528029137152,0.0016797705690019,0.0030786136923223,0.0050537000589807,0.0055188736734462
2.50501002004008,0.001855223786268,0.0013475561463624,0.0011504367695306,0.0006949732192579,0.0022569710794833,0.0081312464214187
3.006012024048096,0.0032112243603285,0.0009783883339839,0.0039011790623926,0.0018971002917644,0.0037368200694375,0.0065253642178379
3.5070140280561124,0.0048970278751914,0.001859168875094,0.0036998050462106,6.987068402282312e-05,0.0048825950334476,0.0054444233016139
4.008016032064128,0.0013078348988109,0.0005605220869077,0.0027880009032568,0.0022780902813169,0.0088385412675005,0.0073698163214075
4.509018036072145,0.0013385854982347,0.0021686216530166,0.002757397667549,0.0029362751034179,0.0032959112276339,0.0025609046220136
5.01002004008016,0.0017159931919422,0.002155655731323,0.0018242254193514,0.0027405157473297,0.0039620814872444,0.0043795822403097
5.511022044088176,0.0040122747614231,0.0012764568712199,0.0023142640291476,0.0031611121870227,0.0025732252319301,0.0037718818312665
6.012024048096192,0.0030177022366268,0.000920813625195,0.0013494778838925,0.0001129482077457,0.003269982260981,0.0035306602113376
6.513026052104208,0.0010413618640399,0.0008702104319728,0.0022006852564533,0.000731833048501,0.0022795931057484,0.0050901227952141
7.014028056112225,0.0012896619543628,0.0030068961590362,0.0004361145037204,0.0033427801281706,0.0079797244046554,0.0024131582730217
7.515030060120241,0.0037673470323227,0.0041087189354413,0.0037976011636743,0.0030765099080501,0.0055222190233748,0.0083590496768292
8.016032064128256,0.0007823249514862,0.0034768925666382,0.0054464935221264,0.0036789027592833,0.0018922728600676,0.0053764844779195
8.517034068136272,0.0029269768297091,0.0015343016006373,0.0050395559511943,0.0046910156554601,0.0069270588952192,0.0024405739879886
9.01803607214429,0.0039892447510251,0.0049768365988031,0.001091360500085,0.0034409844987135,0.0090155490272367,0.0052415064015119
9.519038076152304,0.000728808079374,0.0021130874006824,0.0028918244922906,0.0018206188736194,0.0049753393338089,0.0073965091513822
10.02004008016032,0.0019171634569236,0.0039537923638282,0.0035524098140626,0.0020716745194924,0.0056687537606681,0.0037958375978082
10.521042084168336,0.0032758351606789,0.0039435136707954,0.0030597654922695,0.0036529914315452,0.001029798741085,0.0071263912098794
